"iati_id","prefix","title","summary","partner_funding","partner_accountable","partner_extending","partner_implementing","date_start","date_end","budget","recipient_country","location","location_code","topics","oecd_purpose","links","project_parent","project_child","project_sibling"
"T05-EUTF-SAH-ML-06-01","CTR","PARSEC (phase de diagnostic) - Programme d'Appui au Renforcement de la Sécurité dans les régions de Mopti et de Gao et à la gestion des zones frontalières (PARSEC Mopti-Gao) -","Ce programme vise à contribuer au renforcement de l’Etat de droit dans cette zone en permettant une présence accrue et effective des forces de sécurité œuvrant dans le contexte de missions à caractère civil (police, gendarmerie, garde nationale, forces armées maliennes (FAMa), douanes et protection civile). La cohérence entre l’action de ces forces maliennes et celle de leurs homologues des pays limitrophes et des autres acteurs de la chaine pénale malienne fera l’objet d’un effort particulier pour assurer la sécurité humaine et une meilleure gestion des flux traversant les zones frontalières dans le but de reconstruire un maillage sécuritaire adapté à la stabilité et au développement économique et social.","EU Trust Fund for Africa","EU Delegation Mali",,"Expertise France",2017-02-06,2017-08-06,686755,,,,,,,"T05-EUTF-SAH-ML-06",,
"T05-EUTF-SAH-SN-06-02","CTR","AFD - Promouvoir les initiatives de développement local, économique et social et accompagner les investissements productifs au Sénégal de la diaspora","L’objectif général est de promouvoir les initiatives de développement local, économique et social au Sénégal et d’accompagner les investissements productifs de la diaspora à travers la mobilisation des moyens et des compétences des ressortissants sénégalais établis en France, en Espagne, en Italie et en Belgique. 
","EU Trust Fund for Africa","EU Delegation Senegal",,"Agence Française de Développement",2017-08-17,,1e+07,"SN",,,,,,"T05-EUTF-SAH-SN-06",,
"T05-EUTF-SAH-GM-02-01","CTR","IOM - Strengthening the management and governance of migration and the sustainable reintegration of returning migrants in the Gambia","This action aims at addressing irregular migration from The Gambia through promoting strengthened migration governance, improved migrants’ protection and sustainable reintegration of returnees. It will primarily target return migrants and communities affected by high outmigration (Regions of North Bank and Upper River). Indeed, the action will support the reintegration of 1 500 migrants and The Gambian government in its capacity to provide sustainable reintegration, including protection to vulnerable migrants. It will also increase awareness of 250 communities in high migration areas and migrants on the consequences and viable alternatives to irregular migration. Finally it will support national and local authorities and development partners in having access to data on migration factors, flows and trends to support evidence-based policy development and programmes.","EU Trust Fund for Africa","EU Delegation Gambia",,"International Organization for Migration",,2020-03-14,3900000,"GM",,"GM",,,,"T05-EUTF-SAH-GM-02",,
"T05-EUTF-SAH-SN-06-03","CTR","Renforcement de la gestion et de la gouvernance des migrations et le retour et la réintégration durable au Sénégal","En tant que pays d'origine, le Sénégal connait de nombreux retours de migrants dans le besoin, depuis des pays européens et de la sous-région. Il compte également une importante diaspora établie en Europe, porteuse d'initiatives de développement pour leur pays d'origine. 
Cette action vise à contribuer au renforcement de la gestion et gouvernance des migrations, assurer la protection, le retour et la réintégration durable des migrants, et à mobiliser la diaspora sénégalaise afin de promouvoir le développement socio-économique du pays
","EU Trust Fund for Africa","EU Delegation Senegal",,"Spanish Agency for International Development Cooperation ",2018-03-01,2022-02-28,9500000,"SN",,,,,,"T05-EUTF-SAH-SN-06",,
"T05-EUTF-SAH-CM-04-01","CTR","IOM - Renforcement de la gestion et de la gouvernance des migrations et le retour et la réintégration durable au Cameroun","Afin de contribuer au renforcement de la gestion et gouvernance des migrations et assurer le retour et la réintégration des migrants, cette action vise à soutenir la réintégration durable et protection de 850 migrants camerounais de retour en coordination avec les partenaires gouvernementaux et les organisations de la société civile. Pour prévenir les risques et dangers liés à la migration irrégulière, l'action vise également à sensibiliser 200 communautés dans les zones de forte émigration des principales villes et régions du Cameroun tels que Yaoundé, Douala, Bafoussam, Bamenda, Buea et Maroua. Finalement, l'action contribue à soutenir les autorités nationales, locales et les partenaires à disposer de données sur les causes de la migration, les flux et les tendances en vue de soutenir la conception de politiques migratoires et programmes de développement basés sur des éléments factuels. ","EU Trust Fund for Africa","EU Delegation Cameroon",,"International Organization for Migration",2017-06-17,,3300000,"CM",,"CM","TFP.3",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5892/document/T05-EUTF-SAH-CM-04%20OIM.pdf","T05-EUTF-SAH-CM-04",,
"T05-EUTF-SAH-SN-06-01","CTR","IOM - Renforcement de la gestion et de la gouvernance des migrations et le retour et la réintégration durable au Sénégal","En tant que pays d'origine, le Sénégal connait de nombreux retours de migrants dans le besoin, depuis des pays européens et de la sous-région. Il compte également une importante diaspora établie en Europe, porteuse d'initiatives de développement pour leur pays d'origine. 
Cette action vise à contribuer au renforcement de la gestion et gouvernance des migrations, assurer la protection, le retour et la réintégration durable des migrants, et à mobiliser la diaspora sénégalaise afin de promouvoir le développement socio-économique du pays
","EU Trust Fund for Africa","EU Delegation Senegal",,"International Organization for Migration",2017-06-13,2020-06-12,7e+06,"SN",,,"TFP.3",,,"T05-EUTF-SAH-SN-06",,
"T05-EUTF-SAH-SN-07-02","CTR","Programme d'appui au renforcement du système d’information de l’état civil et à la création d’un fichier national d’identité biométrique","Le Fonds Fiduciaire de l'UE finance des projets pertinents pour remédier aux causes de la migration, et pour encourager les efforts du Sénégal dans la coopération sur des questions migratoires. Dans ce cadre, il sera apporté un appui pour le renforcement d’un système d’information de l’état civil universel et de la création d’un fichier national d’identité biométrique afin que chaque Sénégalais soit en mesure de se prévaloir des droit inhérents à son identité sécurisée.
Le programme contribuera à la modernisation de l’état civil par la mise en place d’un appui au pilotage stratégique, par une amélioration de l’offre (accessibilité des centres, formation des acteurs, archivage, etc.) et de la demande (campagnes de sensibilitation, éducation civique, etc.). Par ailleurs, le programme devra accompagner la création d’un fichier national d’indentité biométrique relié au système d’information de l’état civil informatisé à même de sécuriser l’identité de la population et d’être exploitable par d’autres adminsitrations utilisatrices.

","EU Trust Fund for Africa","EU Delegation Senegal",,"Civipol",2017-12-04,,1.5e+07,"SN",,"SN","TFP.4",,,"T05-EUTF-SAH-SN-07",,
"T05-EUTF-SAH-CM-01-01","CTR","ACF - Programme de Redressement Economique et Social Inclusif et de Lutte contre l'Insécurité Alimentaire et Nutritionelle des Territoires du nord Cameroun (RESILIANT)","Face aux conséquences induites par la crise sécuritaire causée par la secte islamiste Boko Haram, entraînant des mouvements de populations internes et externes dans la partie Nord du Cameroun, le programme a pour objectif d’apporter en priorité un support au relèvement précoce, aux moyens d'existence et à la résilience des plus vulnérables. La volatilité de la situation sécuritaire des zones sources des déplacements de populations a un impact sur les services de base et l’accès aux moyens d’existence des régions d’accueil. Le long de la frontière nigériane et principalement dans la région de l’Extrême Nord, chaque attentat de part et d’autre de la frontière précipite les populations les plus vulnérables autour des centres urbains camerounais « moins » insécurisés. Selon le HCR, on compte déjà 70 378 réfugiés, tandis que l'Organisation Internationale de la Migration (OIM) estime à 169 970 le nombre de Camerounais ayant quitté leur foyer d'origine. 
L'initiative ""Résilience - Programme de réponse à l’impact des mouvements de populations internes et externes dans les régions du Septentrion"" apportera une réponse intégrée à la migration engendrée par la crise nigériane en coordination avec les réponses apportées aux conséquences en partie similaires de la crise centrafricaine pour contribuer à la stabilité de la sous-région et du Cameroun.
","EU Trust Fund for Africa","EU Delegation Cameroon",,"Action Contre la Faim",,2020-07-01,1.3e+07,"CM",,"CM-EN, CM-NO","TFP.2",,,"T05-EUTF-SAH-CM-01",,
"T05-EUTF-SAH-SN-07-03","CTR","Programme d'appui au renforcement du système d’information de l’état civil et à la création d’un fichier national d’identité biométrique.","Le programme contribuera à la modernisation de l’état civil par la mise en place d’un appui au pilotage stratégique, par une amélioration de l’offre (accessibilité des centres, formation des acteurs, archivage, etc.) et de la demande (campagnes de sensibilitation, éducation civique, etc.). Par ailleurs, le programme devra accompagner la création d’un fichier national d’indentité biométrique relié au système d’information de l’état civil informatisé à même de sécuriser l’identité de la population et d’être exploitable par d’autres adminsitrations utilisatrices","EU Trust Fund for Africa","EU Delegation Senegal",,"ENABEL - Belgian Development Agency",2017-12-04,,12600000,"SN",,"SN",,,,"T05-EUTF-SAH-SN-07",,
"T05-EUTF-SAH-CM-01-02","CTR","SNV - Projet de renfocement de la résilience des populations des régions septentrionales du Cameroun (PRESEC)","	

L'objectif général du programme est de contribuer au renforcement des capacités de résilience des populations dans les régions frontalières du Nigeria, Centrafrique et Cameroun à travers, entre autres, la dynamisation du tissu économique.","EU Trust Fund for Africa, SNV Netherlands Development Organisation","EU Delegation Cameroon",,"SNV Netherlands Development Organisation",2017-07-01,2020-07-01,7368424,"CM",,"CM-AD, CM-EN, CM-NO","TFP.2",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5887/document/Annexe%201-%20Description%20de%20l%27action_PRESEC%20%20version%20%2021052017_editEFSNV-2.doc","T05-EUTF-SAH-CM-01",,
"T05-EUTF-SAH-BF-06-01","CTR","TUUMA - Appui à la compétence professionnelle, l’entreprenariat et l’emploi des jeunes en milieu rural dans des régions rurales du Burkina Faso","Dans le but de contribuer au développement, à la stabilité et à la paix dans les pays du Sahel et du lac Tchad, l’Union Européenne (UE) a lancé en 2015 lors du sommet de la Valette le Fonds Fiduciaire d’Urgence pour l’Afrique (FFU) auquel le Burkina Faso est éligible. Dans la mise en œuvre de ce fonds, l’UE collabore dans le cadre de la gestion déléguée, avec les Etats membres représentés au Burkina Faso dans les secteurs où ils peuvent apporter un savoir-faire spécifique et durable qui profite à toutes les parties, en particulier aux bénéficiaires ciblés. La Coopération Autrichienne via l’Austrian Development Agency (ADA) intervient au Burkina Faso depuis plus de vingt ans et capitalise une grande expérience dans les domaines du développement rural durable, la formation professionnelle et le soutien au développement du secteur de l’artisanat, avec une priorité géographique au sein de plusieurs communes de la région de la Boucle du Mouhoun. A cet effet, depuis 2006 ADA intervient dans la région de la Boucle du Mouhoun à travers un vaste programme de développement rural. 
Dans le cadre du présent projet, ADA modifie son approche classique par laquelle les programmes qu’elle finance se base sur une gestion directe des fonds par le partenaire local, en étant dans une approche de gestion déléguée dans le cadre du FFUE dans laquelle le rôle joué par ADA ne sera pas celui de « bailleur » mais celui d’agence d’« exécution ». 

C’est dans ce cadre que le projet TUUMA, qui signifie « travail » en langue locale Mooré, projet d’appui à l’entreprenariat et à l’employabilité des jeunes et des femmes en milieu rural, est développé par ADA au Burkina Faso. Le budget de ce projet s’élève à 10 Mio EUR. Il est cofinancé par l’UE à hauteur de 8 Mio et de ADA à hauteur de 2 Mio pour une durée de 42 mois. 

Le principal défi de ce projet est relatif à la taille de la zone d’intervention qui couvre 5 régions, à savoir les Cascades, les Hauts-Bassins, la Boucle du Mouhoun, le Nord, la pro","EU Trust Fund for Africa, Austrian Development Agency","EU Delegation Burkina Faso",,"Austrian Development Agency",2018-01-01,2020-05-30,8e+06,"BF",,,"TFP.1",,,"T05-EUTF-SAH-BF-06",,
"T05-EUTF-SAH-SN-08-01","CTR","Projet d'Appui à la Réduction de l'Emigration rurale et à la Réintégration dans le Bassin Arachidier par le développement d´une économie rurale sur base des périmètres irrigués – PARERBA","Le projet vise la création / consolidation / renforcement d'environ 10.000 emplois agricoles permanents et de l'ordre de 5.000 emplois non agricoles, à travers l´aménagement et la mise en valeur durable des périmètres irrigués, et la valorisation des productions. Le projet concernera directement environ 10.000 petites exploitations agro-sylvo-pastorales, et non agricoles, réparties entre les 5 régions du bassin arachidier (Diourbel, Fatick, Kaffrine, Kaolack et Thiès).  Les actions du projet cibleront en premier lieu les populations vulnérables, notamment les petits producteurs. Elles accorderont une attention spécifique à l’intégration des jeunes et des femmes dans la mise en valeur des infrastructures hydrauliques et une distribution équitable des revenus.","EU Trust Fund for Africa","EU Delegation Senegal",,"ENABEL - Belgian Development Agency",2017-07-19,2022-07-18,1.8e+07,"SN",,"SN-DB, SN-KL, SN-TH","TFP.1",,,"T05-EUTF-SAH-SN-08",,
"T05-EUTF-SAH-BF-05-01","CTR","Programme d’appui à l’Emploi dans les zones frontalières et périphériques au Burkina Faso","L'action vient en complement des premiers projets adoptés pour réduire l’instabilité des zones frontalières du Burkina Faso, source de radicalisation et de migrations. Elle vise à la création et au développement d’opportunités économiques pour les jeunes de plus de 16 ans et les femmes, dans les régions de la boucle du Mouhoun, du Nord et du Sahel.

- Stimuler l’employabilité des jeunes en développant leurs capacités entrepreneuriales via des formations professionnelles adaptées à la demande locale.

- Favoriser la création d’emplois productifs en stimulant le développement de micro et petites entreprises.","EU Trust Fund for Africa","EU Delegation Burkina Faso",,"Expertise France",2017-07-01,2019-12-14,6950000,"BF",,"BF-01, BF-10, BF-12",,,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5884/document/Fiche%20FFU%20emploi%20France%20Janvier%202018.pdf","T05-EUTF-SAH-BF-05",,
"T05-EUTF-SAH-SN-09-01","CTR","Programme de contraste à la migration illégale à travers l’appui au Secteur Privé et à la création d’emplois au Sénégal (PASPED)","Le projet vise à réduire la migration irrégulière et encourager le retour des migrants, en particulier la diaspora sénégalaise en Italie, grâce à la création d'emplois, par la consolidation de l'environnement des affaires des micro, petites, et moyennes entreprises (MPME), au travers des activités suivantes : 
1. renforcement du soutien technique et financier aux MPME ;
2. coordination entre les MPME et les instituts d'éducation et de formation professionnelle et système incitatif (bourses) pour les MPME en vue de l'insertion sur le marché du travail de jeunes personnes formées ;
3. soutien à la stratégie du Ministère Sénégalais des Affaires Étrangères pour la réinsertion économique des migrants sénégalais de retour au Sénégal ;
4. soutien aux institutions financières locales.
L’objectif sera atteint en synergie avec le programme sénégalo-italien PLASEPRI II (« Plateforme d’appui au secteur privé et à la valorisation de la diaspora sénégalaise en Italie »).
Les régions cibles sont : Dakar, Diourbel, Thiès, Kaolack, Louga, Saint Louis.","EU Trust Fund for Africa, CDP - Cassa depositi e prestiti Spa, Ministère des Finances et du Plan du Sénégal","EU Delegation Senegal","Agenzia italiana per la cooperazione allo sviluppo","CDP - Cassa depositi e prestiti Spa",2019-02-01,2023-02-01,35075061,"SN",,"SN-DB, SN-SL, SN-KL, SN-LG","TFP.1",,,"T05-EUTF-SAH-SN-09",,
"T05-EUTF-NOA-MA-01","DEC","Vivre ensemble sans discrimination : une approche basée sur les Droits de l’Homme et la dimension de genre","Ce programme vise à améliorer la prévention du racisme et de la xénophobie vers la population migrante au Maroc ainsi qu'à améliorer la communication entre sphères publiques et les citoyens, y compris les personnes migrantes, afin de répondre à la pauvreté et l’exclusion, le tout articulé autour des collectifs d'hommes et de femmes migrantes.",,"EU Delegation to Morocco",,"Spanish Agency for International Development Cooperation ",2016-12-16,,5500000,"MA","Morocco","MA","TFP.3",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5882/document/T05-EUTF-NOA-MA-01_2020.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-NOA-MA-01-01",
"T05-EUTF-SAH-BF-04-01","CTR","IOM - Renforcement de la gestion et de la gouvernance des migrations et le retour et la réintégration durable au Burkina Faso","En tant que pays d'origine et de transit, le Burkina Faso fait face à de nombreux migrants en détresse ainsi que des retournés burkinabés des pays européens et de la sous-région dans le besoin. Afin de contribuer au renforcement de la gestion et de la gouvernance des migrations et assurer la protection, le retour et la réintégration durable des migrants, ce projet vise à assurer l’assistance et garantir la protection de 5 800 migrants en transit et soutenir 2 700 retours volontaires vers les communautés d'origine. Il vise également à soutenir la réintégration durable et la protection de 1 900 migrants de retour en partenariat avec les partenaires gouvernementaux. Afin de prévenir les risques et dangers liés à la migration irrégulière, le projet vise également la sensibilisation de 200 communautés dans les zones de forte émigration et 30 000 migrants sur les routes migratoires. Finalement, en vue de soutenir la conception de politiques et programmes de développement basés sur des éléments factuels, il contribue à soutenir les autorités nationales, locales et les partenaires à disposer de données sur les causes de la mig","EU Trust Fund for Africa","EU Delegation Burkina Faso",,"International Organization for Migration",2017-09-01,2020-08-31,8300000,"BF",,"BF","TFP.3",,,"T05-EUTF-SAH-BF-04",,
"T05-EUTF-SAH-TD-05-01","CTR","Appui à la formation et à la sécurité publique au Tchad","L’objectif général de l’action est de contribuer à la sécurité intérieure du Tchad en améliorant l'offre quotidienne de sécurité et les relations entre les forces de sécurité intérieure et la population. L'objectif spécifique de l'action est de renforcer les capacités des forces de sécurité intérieure à assurer leur mission au quotidien et à dialoguer avec la population. Le programme sera mis en œuvre à travers une subvention attribuée à l’ONG COGINTA.

","EU Trust Fund for Africa","EU Delegation Chad",,"COGINTA",2017-06-01,,9999203.2,"TD",,,"TFP.4",,,"T05-EUTF-SAH-TD-05",,
"T05-EUTF-SAH-BF-01-02","CTR","Projet de renforcement de la résilience des communautés vulnérables du Sahel et du Nord","Le Projet de Renforcement de la Résilience des Communautés vulnérables dans la région du Sahel (Oudalan et Soum) et la région du Nord (Yatenga et Loroum) vise l’amélioration des capacités de résilience des populations locales et l’accès aux services de base des populations les plus vulnérables dans les zones frontalières Nord les plus durement affectées par l’insécurité et les chocs climatiques. Le projet propose d’apporter un changement durable dans l’accès des ménages très pauvres aux services sociaux de base, spécifiquement pour les femmes, les jeunes et les enfants; de restaurer et renforcer les moyens d’existence des ménages très pauvres et de renforcer la bonne gouvernance de la sécurité alimentaire et nutritionnelle. 
L’action abordera les problèmes clefs suivants : la faible connaissance et adoption des pratiques d’hygiène, le mauvais état nutritionnel des mères et des enfants, les grossesses nombreuses et rapprochées et leurs complications, les avortements clandestins et à risques, la faible disponibilité et qualité des services de santé (notamment SSR), la faible capacité des ménages très pauvres à se développer et à réagir face aux crises et chocs répétés se traduit par une détérioration de leurs moyens d’existence et de la cohésion sociale. La faible productivité ASP est la conséquence de la dégradation continue des ressources naturelles, de la faible connaissance et adoption des techniques de production, transformation, et commercialisation des produits. La faiblesse des revenus des ménages s’explique en partie par le bradage des récoltes et la faible diversification des sources de revenus. La récurrence des conflits est liée à un faible niveau de concertation, d’organisation de l’espace, et de GRN. ","EU Trust Fund for Africa","EU Delegation Burkina Faso","Christian Aid, GRET a Solidarity and International Cooperation Association, HELP, SOS SAHEL, Médecins Du Monde france","Oxford Committee for Famine Relief",2017-06-01,2019-12-31,8445000,"BF",,"BF-12, BF-10","TFP.2",,,"T05-EUTF-SAH-BF-01",,
"T05-EUTF-SAH-SN-04-06","CTR","GRET - Développer l'emploi au Sénégal : faciliter l'accès au financement - Accompagnement des jeunes vers l'emploi au Sud du Sénégal","L'objectif principal du Programme ""Développer l'emploi au Sénégal"" est de promouvoir l'emploi, en particulier des jeunes, via l'amélioration de l'offre (formation et insertion professionnelle) et le développement de la demande (mise à niveau des entreprises) dans les régions de départ des migrants.

Cette action vise à faciliter l’accès au financement pour les TPME et les projets d’auto-emploi des jeunes bénéficiaires du Programme ""Développer l'emploi au Sénégal"".","EU Trust Fund for Africa","EU Delegation Senegal","Aide au Développement Gembloux, Fonds de Financement de la Formation Professionnelle","GRET a Solidarity and International Cooperation Association",2018-02-01,2021-01-01,2e+06,"SN, SN",,,"TFP.1",,,"T05-EUTF-SAH-SN-04",,"T05-EUTF-SAH-SN-04-03"
"T05-EUTF-SAH-REG-04-02","CTR","GAR-SI SAHEL (Groupes d’Action Rapides – Surveillance et Intervention au Sahel) - Burkina Faso","Le programme contribuera au renforcement des capacités opérationnelles des autorités nationales pour permettre un contrôle effectif du territoire et élargir l´action de l´État de droit à l´ensemble du Sahel en créant des unités policières robustes, flexibles, mobiles, multidisciplinaires et autosuffisantes qui permettent un contrôle adéquat du territoire.","EU Trust Fund for Africa","EU Delegation Burkina Faso",,"Fundación Internacional y para Iberoamérica de Administración y Políticas Públicas",2018-01-01,2019-08-30,6385897,"BF",,,"TFP.4",,,"T05-EUTF-SAH-REG-04",,
,,,,,,,,,,7e+06,,,,,,,,,
"T05-EUTF-HOA-SS-21","DEC","Strengthening the Livelihoods Resilience of Pastoral and Agro-Pastoral Communities in South Sudan’s cross-border areas with Sudan, Ethiopia, Kenya and Uganda","The overall objective of the action is to contribute to strengthening resilience of communities, improving governance and conflict prevention, and reducing forced displacement and irregular migration in the region.","EU Trust Fund for Africa","EU Delegation South Sudan",,"Food and Agriculture Organization",2016-10-21,2020-10-21,27730000,"SS",,"SD, SS-NU, ET","TFP.2, TFP.4",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5715/document/T05-EUTF-HOA-SS-21_Strenghething_the_livelihoods_resilience_of_pastoral.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-HOA-SS-21-01",
"T05-EUTF-SAH-NG-03-01","CTR","Enhancing state and community level conflict management capability in North Eastern Nigeria","The overall objective of this programme will be to build conflict management capacities at State and community level in order to combat radicalism and stop conflict from escalating into violence. More specifically, the project will focus on: strengthening conflict management mechanisms at community level; promoting reconciliation and stability; supporting women's participation in the peace-building process and taking into account the impact of violence against women and young girls.","EU Trust Fund for Africa","EU Delegation Nigeria",,"British Council",,,2.1e+07,"NG",,"NG-FC, NG-YO, NG-BO, NG-AD","TFP.4",,,"T05-EUTF-SAH-NG-03",,
"T05-EUTF-SAH-SN-04-04","CTR","Développer l'emploi au Sénégal : campagne ""Tekki fii""","Le programme ""Développer l'emploi au Sénégal"" vise à appuyer le développement économique local au sein des zones de départ de migrants et une meilleure adéquation entre l'offre et la demande de travail, ceci grace à la mise à niveau des petites et moyennes entreprises, et l'accès à la formation professionnelle des jeunes non qualifiés accroissant ainsi leur employabilité et insertion socio-economique. Le Programme comporte 4 volets :
- élargir l'accès équitable à la formation professionnelle via la promotion de l'insertion professionnelle des jeunes dans les zones de départ de migrants (volet géré par LuxDev), 
- renforcer le tissu d'entreprises locales, 
- faciliter l'accès au financement pour les jeunes entrepreneurs et les entreprises des régions ciblées, et
- informer sur les opportunités économiques au Sénégal et sensibiliser sur les dangers de la migration clandestine.
",,"EU Delegation Senegal",,,,,544060,"SN",,,,,,"T05-EUTF-SAH-SN-04",,"T05-EUTF-SAH-SN-04-03"
"T05-EUTF-SAH-SN-04-03","CTR","EDT-Développer l'emploi au Sénégal : dispositif conjoint de suivi-évaluation","Ce contrat de services s'inscrit dans le cadre du Programme ""Développer l'emploi au Sénégal"", financé par le Fonds fiduciaire pour un montant total de 40 000 000 d'euros, sur une période d'exécution de 4 ans. Ce Programme d'appui au développement local et à l'employabilité vise la promotion de l'emploi et de l'insertion professionnelle des jeunes dans les zones de départ de migrants (Zone Nord, Zone Sud-Est, Casamance et Dakar-Thiès-Touba). Il vise à agir à la fois sur la demande et sur l'offre sur le marché de l'emploi, en proposant une mise à niveau d'entreprises dans des secteurs à fort potentiel, tout en professionnalisant la main d'oeuvre employable
sur les mêmes filières et régions. Il contribuera en outre à faciliter l'accès au financement des jeunes entrepreneurs et des petites et moyennes entreprises dans ces mêmes régions. L'action sera complétée par un important plan de communication pour promouvoir le ""Réussir au Sénégal"" et déconstruire les imaginaires migratoires, ciblant les potentiels candidats au départ à travers des cas concrets et des médias adaptés.",,"EU Delegation Senegal",,"Education Development Trust",,,194890,"SN",,"SN-DK, SN-DB, SN-TH",,,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5652/document/170508Rapport%20Provisoire%20%20%20%20BaselineV3.pdf","T05-EUTF-SAH-SN-04",,"T05-EUTF-SAH-SN-04-02, T05-EUTF-SAH-SN-04-04, T05-EUTF-SAH-SN-04-06, T05-EUTF-SAH-SN-04-01"
"T05-EUTF-SAH-NE-06-01","CTR","BUDGET SUPPORT - Contrat relatif à la Reconstruction de l'Etat au Niger en complément du SBC II en préparation / Appui à la Justice, Sécurité et à la Gestion des Frontières au Niger","Appui budgétaire: 70 MEUR 
Appui Complémentaire: 10 MEUR --> 2 contrats séparés: 1) avec AFD pour le volet justice 2) avec Civipol Conseil pour le volet sécurité","EU Trust Fund for Africa","EU Delegation Niger",,,,,7e+07,"NE",,"NE","TFP.4",,,"T05-EUTF-SAH-NE-06",,
"T05-EUTF-SAH-NE-05-01","CTR","FIIAPP - Création d’une Equipe Conjointe d’Investigation (ECI) pour la lutte contre les réseaux criminels liés à l’immigration irrégulière, la traite des êtres humains et le trafic des migrants","La lutte contre les réseaux criminels liés à l’immigration irrégulière, la traite des êtres humains et au trafic des migrants nécessite d'une action préventive contre les réseaux criminels qui passe par une bonne collecte, mise en commun et analyse des informations, ainsi que par une étroite cooperation entre l'Union européenne et ses Etats Membres avec les pays tiers d'origine et transit.
A ce titre, face à l'ampleur et a l'urgence du phénomène dans toute la région ouest-africaine et à la détermination des autorités nigériennes de le combattre, le soutien du Fonds Fiduciaire au renforcement des capacités opérationnelles et judiciaires des services de la police nationale nigérienne impliqués dans la lutte contre les réseaux criminels organisés (notamment en matière d'immigration irrégulière, traite d'êtres humains et trafic des migrants) parait très pertinent.
Sur la base de l'expérience positive déjà obtenue en Mauritanie, cet appui pourrait se concrétiser dans la création au Niger d'une Equipe Conjointe d'Investigation (ECI), formée de policiers français, espagnols et nigériens qui puisse accompagner les autorités nigériennes, sous la forme de ""peer-coaching"", dans la mise en place des actions opérationnelles et d’un dispositif efficace de lutte contre les réseaux criminels organisés et plus particulièrement dans les domaines de la collecte et l’analyse du renseignement, des techniques d’investigation et des enquêtes judiciaires visant les trafiquants et les passeurs.
","EU Trust Fund for Africa","EU Delegation Niger",,"Fundación Internacional y para Iberoamérica de Administración y Políticas Públicas",,,6e+06,"NE",,"NE","TFP.4",,,"T05-EUTF-SAH-NE-05",,
"T05-EUTF-SAH-TD-03","DEC","Projet de soutien à l’insertion socio-professionnelle des jeunes tchadiens en situation de vulnérabilité","Le programme a pour objectif global de contribuer à la stabilité régionale, en s’attaquant aux causes profondes d’instabilité, via la contribution à l’amélioration des opportunités économiques, de l’égalité des chances, de la sécurité et du développement.","EU Trust Fund for Africa","EU Delegation Chad",,"Agence Française de Développement",,,10300000,"TD",,"TD-ME, TD-LC, TD-LO, TD-MC, TD-OD, TD-ND","TFP.1",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5649/document/T05-EUTF-SAH-TD-03.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-SAH-TD-03-01",
"T05-EUTF-SAH-TD-01","DEC","Résilience et Emploi au lac Tchad (RESTE)","Le programme mettra en œuvre des actions pour le renforcement de la résilience en améliorant l’accès à l’eau potable, à l’assainissement et l’hygiène (WASH) pour les populations dans la zone du Lac et de la région de Hadjer-Lamis en situation de vulnérabilité.","EU Trust Fund for Africa","EU Delegation Chad","CARE , Action Contre la Faim","OXFAM",,,2.7e+07,"TD",,"TD-KA, TD-LC, TD-BG","TFP.2",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/5648/document/T05-EUTF-SAH-TD-01.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-SAH-TD-01-11, T05-EUTF-SAH-TD-01-09, T05-EUTF-SAH-TD-01-08, T05-Eutf-SAH-TD-01-10, T05-EUTF-SAH-TD-01-04, T05-EUTF-SAH-TD-01-06, T05-EUTF-SAH-TD-01-07, T05-EUTF-SAH-TD-01-01, T05-EUTF-SAH-TD-01-03",
